Date,Close
2026-02-20,4.699999809265137
2026-02-23,4.710000038146973
2026-02-24,4.599999904632568
2026-02-25,4.730000019073486
2026-02-26,5.0
2026-02-27,5.090000152587891
2026-03-02,4.710000038146973
2026-03-03,4.800000190734863
2026-03-04,4.920000076293945
2026-03-05,5.050000190734863
2026-03-06,5.090000152587891
2026-03-09,5.400000095367432
2026-03-10,5.590000152587891
2026-03-11,5.5
2026-03-12,5.829999923706055
2026-03-13,5.849999904632568
2026-03-16,5.849999904632568
2026-03-17,6.150000095367432
2026-03-18,6.400000095367432
2026-03-19,6.090000152587891
2026-03-20,5.940000057220459
2026-03-23,5.730000019073486
2026-03-24,6.050000190734863
2026-03-25,5.920000076293945
2026-03-26,6.019999980926514
2026-03-27,5.900000095367432
2026-03-30,5.369999885559082
2026-03-31,5.5
2026-04-01,5.940000057220459
2026-04-02,5.900000095367432
2026-04-06,5.639999866485596
2026-04-07,6.050000190734863
2026-04-08,5.920000076293945
2026-04-09,6.429999828338623
2026-04-10,5.900000095367432
2026-04-13,6.099999904632568
2026-04-14,6.0
2026-04-15,5.78000020980835
2026-04-16,5.820000171661377
2026-04-17,5.710000038146973
2026-04-20,5.75
2026-04-21,5.909999847412109
2026-04-22,5.880000114440918
2026-04-23,5.989999771118164
2026-04-24,6.059999942779541
2026-04-27,6.130000114440918
2026-04-28,6.099999904632568
2026-04-29,5.96999979019165
2026-04-30,5.949999809265137
2026-05-01,6.090000152587891
