Date,Close
2026-02-27,12.649999618530273
2026-03-02,12.170000076293945
2026-03-03,11.930000305175781
2026-03-04,11.579999923706055
2026-03-05,12.449999809265137
2026-03-06,11.210000038146973
2026-03-09,12.170000076293945
2026-03-10,12.210000038146973
2026-03-11,12.720000267028809
2026-03-12,13.279999732971191
2026-03-13,13.079999923706055
2026-03-16,11.960000038146973
2026-03-17,12.359999656677246
2026-03-18,11.8100004196167
2026-03-19,12.289999961853027
2026-03-20,12.270000457763672
2026-03-23,12.520000457763672
2026-03-24,12.029999732971191
2026-03-25,11.829999923706055
2026-03-26,12.850000381469727
2026-03-27,11.4399995803833
2026-03-30,11.510000228881836
2026-03-31,12.5
2026-04-01,13.3100004196167
2026-04-02,13.75
2026-04-06,12.100000381469727
2026-04-07,11.829999923706055
2026-04-08,11.9399995803833
2026-04-09,11.529999732971191
2026-04-10,11.40999984741211
2026-04-13,12.800000190734863
2026-04-14,12.890000343322754
2026-04-15,12.5
2026-04-16,12.609999656677246
2026-04-17,12.449999809265137
2026-04-20,12.119999885559082
2026-04-21,12.670000076293945
2026-04-22,13.029999732971191
2026-04-23,12.859999656677246
2026-04-24,12.800000190734863
2026-04-27,12.449999809265137
2026-04-28,12.470000267028809
2026-04-29,12.380000114440918
2026-04-30,12.630000114440918
2026-05-01,13.149999618530273
