Date,Close
2026-02-20,8.529999732971191
2026-02-23,8.0600004196167
2026-02-24,8.0600004196167
2026-02-25,8.229999542236328
2026-02-26,8.260000228881836
2026-02-27,8.0
2026-03-02,8.100000381469727
2026-03-03,8.119999885559082
2026-03-04,8.380000114440918
2026-03-05,8.329999923706055
2026-03-06,8.229999542236328
2026-03-09,8.170000076293945
2026-03-10,8.0600004196167
2026-03-11,8.079999923706055
2026-03-12,8.140000343322754
2026-03-13,8.050000190734863
2026-03-16,8.140000343322754
2026-03-17,8.100000381469727
2026-03-18,8.079999923706055
2026-03-19,8.180000305175781
2026-03-20,8.25
2026-03-23,8.5600004196167
2026-03-24,8.649999618530273
2026-03-25,8.770000457763672
2026-03-26,8.770000457763672
2026-03-27,8.640000343322754
2026-03-30,8.770000457763672
2026-03-31,8.979999542236328
2026-04-01,9.119999885559082
2026-04-02,9.020000457763672
2026-04-06,9.34000015258789
2026-04-07,9.4399995803833
2026-04-08,9.649999618530273
2026-04-09,9.739999771118164
2026-04-10,9.5600004196167
2026-04-13,9.5600004196167
2026-04-14,9.520000457763672
2026-04-15,9.329999923706055
2026-04-16,9.1899995803833
2026-04-17,9.369999885559082
2026-04-20,9.350000381469727
2026-04-21,9.800000190734863
2026-04-22,9.859999656677246
2026-04-23,10.029999732971191
2026-04-24,10.0
2026-04-27,10.180000305175781
2026-04-28,10.430000305175781
2026-04-29,10.3100004196167
2026-04-30,10.149999618530273
2026-05-01,10.229999542236328
