Date,Close
2026-02-20,3.2799999713897705
2026-02-23,3.130000114440918
2026-02-24,3.259999990463257
2026-02-25,2.759999990463257
2026-02-26,2.9800000190734863
2026-02-27,3.25
2026-03-02,3.5199999809265137
2026-03-03,3.930000066757202
2026-03-04,4.190000057220459
2026-03-05,4.679999828338623
2026-03-06,4.789999961853027
2026-03-09,4.480000019073486
2026-03-10,4.420000076293945
2026-03-11,4.320000171661377
2026-03-12,4.440000057220459
2026-03-13,4.510000228881836
2026-03-16,4.460000038146973
2026-03-17,4.409999847412109
2026-03-18,4.239999771118164
2026-03-19,4.269999980926514
2026-03-20,4.099999904632568
2026-03-23,4.21999979019165
2026-03-24,3.950000047683716
2026-03-25,3.880000114440918
2026-03-26,4.039999961853027
2026-03-27,3.680000066757202
2026-03-30,3.8299999237060547
2026-03-31,3.819999933242798
2026-04-01,3.799999952316284
2026-04-02,3.7699999809265137
2026-04-06,3.7699999809265137
2026-04-07,3.640000104904175
2026-04-08,3.619999885559082
2026-04-09,3.5799999237060547
2026-04-10,3.3499999046325684
2026-04-13,3.7799999713897705
2026-04-14,3.7699999809265137
2026-04-15,4.21999979019165
2026-04-16,4.230000019073486
2026-04-17,4.289999961853027
2026-04-20,4.269999980926514
2026-04-21,4.28000020980835
2026-04-22,4.429999828338623
2026-04-23,3.940000057220459
2026-04-24,4.130000114440918
2026-04-27,4.329999923706055
2026-04-28,4.449999809265137
2026-04-29,4.5
2026-04-30,4.329999923706055
2026-05-01,4.659999847412109
