Date,Close
2026-02-20,6.659999847412109
2026-02-23,5.679999828338623
2026-02-24,4.75
2026-02-25,4.510000228881836
2026-02-26,4.690000057220459
2026-02-27,4.860000133514404
2026-03-02,4.889999866485596
2026-03-03,5.539999961853027
2026-03-04,5.460000038146973
2026-03-05,5.409999847412109
2026-03-06,5.119999885559082
2026-03-09,5.150000095367432
2026-03-10,5.159999847412109
2026-03-11,5.0
2026-03-12,4.860000133514404
2026-03-13,4.840000152587891
2026-03-16,4.869999885559082
2026-03-17,5.0
2026-03-18,4.639999866485596
2026-03-19,4.730000019073486
2026-03-20,4.710000038146973
2026-03-23,4.809999942779541
2026-03-24,4.610000133514404
2026-03-25,4.389999866485596
2026-03-26,4.329999923706055
2026-03-27,4.150000095367432
2026-03-30,4.230000019073486
2026-03-31,4.239999771118164
2026-04-01,4.269999980926514
2026-04-02,4.360000133514404
2026-04-06,4.639999866485596
2026-04-07,4.630000114440918
2026-04-08,4.579999923706055
2026-04-09,4.340000152587891
2026-04-10,4.329999923706055
2026-04-13,4.519999980926514
2026-04-14,4.659999847412109
2026-04-15,4.909999847412109
2026-04-16,4.860000133514404
2026-04-17,5.019999980926514
2026-04-20,5.099999904632568
2026-04-21,4.869999885559082
2026-04-22,4.96999979019165
2026-04-23,5.190000057220459
2026-04-24,5.130000114440918
2026-04-27,5.21999979019165
2026-04-28,5.019999980926514
2026-04-29,5.21999979019165
2026-04-30,5.190000057220459
2026-05-01,5.28000020980835
