Date,Close
2026-02-20,29.719999313354492
2026-02-23,28.93000030517578
2026-02-24,28.700000762939453
2026-02-25,29.489999771118164
2026-02-26,29.520000457763672
2026-02-27,28.6200008392334
2026-03-02,29.43000030517578
2026-03-03,29.600000381469727
2026-03-04,29.579999923706055
2026-03-05,28.450000762939453
2026-03-06,28.280000686645508
2026-03-09,27.950000762939453
2026-03-10,28.040000915527344
2026-03-11,27.690000534057617
2026-03-12,27.719999313354492
2026-03-13,27.25
2026-03-16,27.549999237060547
2026-03-17,27.540000915527344
2026-03-18,27.030000686645508
2026-03-19,27.559999465942383
2026-03-20,27.489999771118164
2026-03-23,27.8799991607666
2026-03-24,27.649999618530273
2026-03-25,27.56999969482422
2026-03-26,27.649999618530273
2026-03-27,27.219999313354492
2026-03-30,27.799999237060547
2026-03-31,28.1200008392334
2026-04-01,28.389999389648438
2026-04-02,28.5
2026-04-06,28.600000381469727
2026-04-07,28.81999969482422
2026-04-08,29.31999969482422
2026-04-09,30.31999969482422
2026-04-10,30.030000686645508
2026-04-13,30.399999618530273
2026-04-14,30.3700008392334
2026-04-15,30.030000686645508
2026-04-16,29.809999465942383
2026-04-17,30.940000534057617
2026-04-20,30.809999465942383
2026-04-21,30.170000076293945
2026-04-22,30.100000381469727
2026-04-23,30.18000030517578
2026-04-24,30.780000686645508
2026-04-27,30.149999618530273
2026-04-28,30.729999542236328
2026-04-29,30.06999969482422
2026-04-30,30.030000686645508
2026-05-01,30.600000381469727
